id	start	end	kind	name	items	confidence	source	evidence
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408220C4:408231EF	408220C4	408231EF	string_cluster	string_cluster 408220C4	52	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408221E0:40822696	408221E0	40822696	string_cluster	string_cluster 408221E0	13	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40822868:40824470	40822868	40824470	string_cluster	string_cluster 40822868	160	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40823315:4082365D	40823315	4082365D	string_cluster	string_cluster 40823315	8	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4082383E:408238C2	4082383E	408238C2	string_cluster	string_cluster 4082383E	3	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408239D0:40823A5C	408239D0	40823A5C	string_cluster	string_cluster 408239D0	3	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40823BD2:408242F1	40823BD2	408242F1	string_cluster	string_cluster 40823BD2	20	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408245A0:408249E9	408245A0	408249E9	string_cluster	string_cluster 408245A0	20	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4082488B:40824A45	4082488B	40824A45	string_cluster	string_cluster 4082488B	3	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40824B70:40824E6F	40824B70	40824E6F	string_cluster	string_cluster 40824B70	9	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40824B90:40824FFC	40824B90	40824FFC	string_cluster	string_cluster 40824B90	32	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40825105:40828A60	40825105	40828A60	string_cluster	string_cluster 40825105	451	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408251B1:4082529E	408251B1	4082529E	string_cluster	string_cluster 408251B1	4	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408253D2:40825413	408253D2	40825413	string_cluster	string_cluster 408253D2	3	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408255BD:408256B5	408255BD	408256B5	string_cluster	string_cluster 408255BD	3	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40825A93:40825B64	40825A93	40825B64	string_cluster	string_cluster 40825A93	5	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40825D07:40825DDE	40825D07	40825DDE	string_cluster	string_cluster 40825D07	5	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40825F8A:408260B8	40825F8A	408260B8	string_cluster	string_cluster 40825F8A	4	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408264C7:4082653E	408264C7	4082653E	string_cluster	string_cluster 408264C7	3	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408266CE:40826795	408266CE	40826795	string_cluster	string_cluster 408266CE	4	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408278BC:4082796F	408278BC	4082796F	string_cluster	string_cluster 408278BC	3	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40827DC1:40827EC1	40827DC1	40827EC1	string_cluster	string_cluster 40827DC1	3	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40828D09:4082982D	40828D09	4082982D	string_cluster	string_cluster 40828D09	53	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408298D5:40829A65	408298D5	40829A65	string_cluster	string_cluster 408298D5	4	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4082997D:4082AFF4	4082997D	4082AFF4	string_cluster	string_cluster 4082997D	108	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40829E21:40829EE6	40829E21	40829EE6	string_cluster	string_cluster 40829E21	3	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4082A1E4:4082A4AE	4082A1E4	4082A4AE	string_cluster	string_cluster 4082A1E4	6	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4082A764:4082AAE6	4082A764	4082AAE6	string_cluster	string_cluster 4082A764	7	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4082B143:4082D51B	4082B143	4082D51B	string_cluster	string_cluster 4082B143	231	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4082B4A4:4082B966	4082B4A4	4082B966	string_cluster	string_cluster 4082B4A4	7	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4082BE49:4082BF2A	4082BE49	4082BF2A	string_cluster	string_cluster 4082BE49	4	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4082C33C:4082C440	4082C33C	4082C440	string_cluster	string_cluster 4082C33C	4	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4082C5C0:4082C6CA	4082C5C0	4082C6CA	string_cluster	string_cluster 4082C5C0	5	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4082C82E:4082C852	4082C82E	4082C852	string_cluster	string_cluster 4082C82E	3	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4082C9F1:4082CBC3	4082C9F1	4082CBC3	string_cluster	string_cluster 4082C9F1	5	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4082D1B4:4082D26E	4082D1B4	4082D26E	string_cluster	string_cluster 4082D1B4	3	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4082D441:4082D4F9	4082D441	4082D4F9	string_cluster	string_cluster 4082D441	3	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4082D654:4082E046	4082D654	4082E046	string_cluster	string_cluster 4082D654	63	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4082E04F:4082E113	4082E04F	4082E113	string_cluster	string_cluster 4082E04F	3	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4082E19F:4082E251	4082E19F	4082E251	string_cluster	string_cluster 4082E19F	3	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4082E41B:4082FFD2	4082E41B	4082FFD2	string_cluster	string_cluster 4082E41B	140	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4082FAB0:4082FB6C	4082FAB0	4082FB6C	string_cluster	string_cluster 4082FAB0	4	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4082FC6F:4082FD62	4082FC6F	4082FD62	string_cluster	string_cluster 4082FC6F	4	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4082FF0C:4083004A	4082FF0C	4083004A	string_cluster	string_cluster 4082FF0C	5	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408301E6:408310E7	408301E6	408310E7	string_cluster	string_cluster 408301E6	68	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40830999:40830AAD	40830999	40830AAD	string_cluster	string_cluster 40830999	8	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40830BDD:40830D0F	40830BDD	40830D0F	string_cluster	string_cluster 40830BDD	6	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40830EE1:40830F47	40830EE1	40830F47	string_cluster	string_cluster 40830EE1	3	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40831195:40831217	40831195	40831217	string_cluster	string_cluster 40831195	4	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408312E4:40831861	408312E4	40831861	string_cluster	string_cluster 408312E4	32	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408313C3:408314B9	408313C3	408314B9	string_cluster	string_cluster 408313C3	5	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408315CF:40831810	408315CF	40831810	string_cluster	string_cluster 408315CF	7	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083197C:40831F1C	4083197C	40831F1C	string_cluster	string_cluster 4083197C	35	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40831DA9:40831E7B	40831DA9	40831E7B	string_cluster	string_cluster 40831DA9	5	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083203A:40832162	4083203A	40832162	string_cluster	string_cluster 4083203A	8	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40832294:4083236C	40832294	4083236C	string_cluster	string_cluster 40832294	3	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408322F8:408379AC	408322F8	408379AC	string_cluster	string_cluster 408322F8	494	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40832504:408325F3	40832504	408325F3	string_cluster	string_cluster 40832504	3	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40832A8C:40832AF1	40832A8C	40832AF1	string_cluster	string_cluster 40832A8C	3	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40832C76:40832E0D	40832C76	40832E0D	string_cluster	string_cluster 40832C76	5	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40832F93:4083309A	40832F93	4083309A	string_cluster	string_cluster 40832F93	8	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40833212:40833586	40833212	40833586	string_cluster	string_cluster 40833212	12	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4083371A:4083380F	4083371A	4083380F	string_cluster	string_cluster 4083371A	4	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408339F9:40833F98	408339F9	40833F98	string_cluster	string_cluster 408339F9	13	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40834166:40834218	40834166	40834218	string_cluster	string_cluster 40834166	3	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408348BB:40834963	408348BB	40834963	string_cluster	string_cluster 408348BB	3	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40834B1A:40834B45	40834B1A	40834B45	string_cluster	string_cluster 40834B1A	3	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40834D64:40834E5D	40834D64	40834E5D	string_cluster	string_cluster 40834D64	3	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40834F9C:4083514B	40834F9C	4083514B	string_cluster	string_cluster 40834F9C	4	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408354D9:40835512	408354D9	40835512	string_cluster	string_cluster 408354D9	4	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40835A93:40835C4E	40835A93	40835C4E	string_cluster	string_cluster 40835A93	3	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40835EE9:40836639	40835EE9	40836639	string_cluster	string_cluster 40835EE9	17	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40836794:40836A15	40836794	40836A15	string_cluster	string_cluster 40836794	7	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40836B1A:40836FF3	40836B1A	40836FF3	string_cluster	string_cluster 40836B1A	17	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40837110:408373D5	40837110	408373D5	string_cluster	string_cluster 40837110	11	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408375F1:40837652	408375F1	40837652	string_cluster	string_cluster 408375F1	6	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408377E1:40837925	408377E1	40837925	string_cluster	string_cluster 408377E1	7	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40837A44:40837B89	40837A44	40837B89	string_cluster	string_cluster 40837A44	5	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40837AD8:40838A82	40837AD8	40838A82	string_cluster	string_cluster 40837AD8	77	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40837CB0:40837D71	40837CB0	40837D71	string_cluster	string_cluster 40837CB0	5	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40837F9D:40837FE6	40837F9D	40837FE6	string_cluster	string_cluster 40837F9D	3	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4083820A:40838253	4083820A	40838253	string_cluster	string_cluster 4083820A	4	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4083836F:408384A8	4083836F	408384A8	string_cluster	string_cluster 4083836F	4	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4083867D:408387A2	4083867D	408387A2	string_cluster	string_cluster 4083867D	7	0.7	stackimport	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408388C6:408389AB	408388C6	408389AB	string_cluster	string_cluster 408388C6	5	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40838BCE:408391E9	40838BCE	408391E9	string_cluster	string_cluster 40838BCE	37	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40839464:40839AFB	40839464	40839AFB	string_cluster	string_cluster 40839464	33	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40839C2F:4083D321	40839C2F	4083D321	string_cluster	string_cluster 40839C2F	429	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083D486:4083E017	4083D486	4083E017	string_cluster	string_cluster 4083D486	67	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083E143:40841AFB	4083E143	40841AFB	string_cluster	string_cluster 4083E143	464	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40841D46:40843A81	40841D46	40843A81	string_cluster	string_cluster 40841D46	152	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40843BE3:40843DA9	40843BE3	40843DA9	string_cluster	string_cluster 40843BE3	6	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40843EB9:40844E18	40843EB9	40844E18	string_cluster	string_cluster 40843EB9	118	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40844FB3:40846805	40844FB3	40846805	string_cluster	string_cluster 40844FB3	136	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40846911:40846CE6	40846911	40846CE6	string_cluster	string_cluster 40846911	20	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40846E7C:4084A242	40846E7C	4084A242	string_cluster	string_cluster 40846E7C	285	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084A354:4084D364	4084A354	4084D364	string_cluster	string_cluster 4084A354	331	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084D4A2:4084D563	4084D4A2	4084D563	string_cluster	string_cluster 4084D4A2	4	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084D77E:4084DA74	4084D77E	4084DA74	string_cluster	string_cluster 4084D77E	9	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084DB7C:4084DDC7	4084DB7C	4084DDC7	string_cluster	string_cluster 4084DB7C	5	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084EC33:4084F1DB	4084EC33	4084F1DB	string_cluster	string_cluster 4084EC33	32	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084F5DE:4085000E	4084F5DE	4085000E	string_cluster	string_cluster 4084F5DE	39	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40850151:4085060A	40850151	4085060A	string_cluster	string_cluster 40850151	37	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085077C:40851B70	4085077C	40851B70	string_cluster	string_cluster 4085077C	108	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40851CA2:40851CCD	40851CA2	40851CCD	string_cluster	string_cluster 40851CA2	3	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40851EFC:4085B922	40851EFC	4085B922	string_cluster	string_cluster 40851EFC	1019	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085BA44:4085FAF6	4085BA44	4085FAF6	string_cluster	string_cluster 4085BA44	422	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085FC2C:4086446A	4085FC2C	4086446A	string_cluster	string_cluster 4085FC2C	438	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408645D2:40864910	408645D2	40864910	string_cluster	string_cluster 408645D2	20	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40864A28:40864F2E	40864A28	40864F2E	string_cluster	string_cluster 40864A28	24	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086504A:408651F0	4086504A	408651F0	string_cluster	string_cluster 4086504A	5	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086530A:408653E2	4086530A	408653E2	string_cluster	string_cluster 4086530A	8	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40865518:40868048	40865518	40868048	string_cluster	string_cluster 40865518	291	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40868160:4086884E	40868160	4086884E	string_cluster	string_cluster 40868160	42	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408689AC:4086AC1E	408689AC	4086AC1E	string_cluster	string_cluster 408689AC	239	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086AD2D:4086B168	4086AD2D	4086B168	string_cluster	string_cluster 4086AD2D	32	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086B4D8:4086B50F	4086B4D8	4086B50F	string_cluster	string_cluster 4086B4D8	3	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086B63A:4086B7F1	4086B63A	4086B7F1	string_cluster	string_cluster 4086B63A	11	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086C277:4086C6C8	4086C277	4086C6C8	string_cluster	string_cluster 4086C277	28	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086C7E6:4086CC7C	4086C7E6	4086CC7C	string_cluster	string_cluster 4086C7E6	28	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4086CDA5:4086CF98	4086CDA5	4086CF98	string_cluster	string_cluster 4086CDA5	8	0.7	stackimport	
